image_path,glcm_hist_0,glcm_hist_1,glcm_hist_2,glcm_hist_3,glcm_hist_4,glcm_hist_5,glcm_hist_6,glcm_hist_7,glcm_hist_8,glcm_hist_9,glcm_hist_10,glcm_hist_11,glcm_hist_12,glcm_hist_13,glcm_hist_14,glcm_hist_15,glcm_hist_16,glcm_hist_17,glcm_hist_18,glcm_hist_19,glcm_hist_20,glcm_hist_21,glcm_hist_22,glcm_hist_23,glcm_hist_24,glcm_hist_25,glcm_hist_26,glcm_hist_27,glcm_hist_28,glcm_hist_29,glcm_hist_30,glcm_hist_31,glcm_hist_32,glcm_hist_33,glcm_hist_34,glcm_hist_35,glcm_hist_36,glcm_hist_37,glcm_hist_38,glcm_hist_39,glcm_hist_40,glcm_hist_41,glcm_hist_42,glcm_hist_43,glcm_hist_44,glcm_hist_45,glcm_hist_46,glcm_hist_47,glcm_hist_48,glcm_hist_49,glcm_hist_50,glcm_hist_51,glcm_hist_52,glcm_hist_53,glcm_hist_54,glcm_hist_55,glcm_hist_56,glcm_hist_57,glcm_hist_58,glcm_hist_59,glcm_hist_60,glcm_hist_61,glcm_hist_62,glcm_hist_63
Datasets/wang/Images/train/class3/356.jpg,65373,115,17,8,3,1,4,1,3,2,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/372.jpg,65208,185,66,24,11,9,10,5,6,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/336.jpg,61242,2745,699,402,158,74,38,26,17,30,9,9,7,9,5,3,3,5,0,8,2,2,3,5,7,2,1,3,2,1,1,2,1,2,2,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1
Datasets/wang/Images/train/class3/322.jpg,63872,936,286,114,69,61,36,30,21,16,13,18,4,11,11,1,3,1,2,3,0,1,1,1,2,2,0,1,6,2,1,1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
Datasets/wang/Images/train/class3/359.jpg,62269,1533,655,287,222,118,87,49,29,33,26,18,24,23,16,12,11,11,8,8,5,7,16,7,5,5,4,1,11,8,0,5,2,2,1,1,2,1,1,1,2,1,1,0,0,1,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/375.jpg,65083,305,54,33,20,7,2,1,8,3,4,4,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/333.jpg,64204,895,180,80,32,31,20,18,19,7,6,5,2,2,2,4,1,2,1,3,1,2,1,1,1,0,0,2,1,0,1,0,2,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/314.jpg,63041,1092,451,199,174,89,82,71,55,46,19,35,12,21,20,14,12,6,8,11,7,11,9,10,8,3,1,2,4,0,3,1,2,2,3,1,1,2,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
Datasets/wang/Images/train/class3/321.jpg,64279,797,165,83,41,33,24,27,15,12,7,6,6,1,5,4,2,4,3,2,2,3,1,5,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
Datasets/wang/Images/train/class3/347.jpg,64601,508,175,97,41,34,13,11,8,5,7,2,3,1,0,1,5,1,1,0,1,2,1,1,0,0,1,1,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1
Datasets/wang/Images/train/class3/378.jpg,64757,425,141,56,32,19,14,17,7,9,5,8,7,7,4,3,0,1,3,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,2,0,1,1,0,0,1,0,1,0,2,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/311.jpg,63240,1195,396,190,97,74,48,30,30,27,37,35,13,19,13,14,11,14,7,5,5,3,2,2,5,0,3,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,1,1,2,1,2,2,1
Datasets/wang/Images/train/class3/307.jpg,62132,2433,588,205,81,34,23,13,5,4,3,0,3,1,0,3,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/340.jpg,64303,756,249,77,44,37,13,12,7,7,5,2,6,3,0,2,0,2,0,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Datasets/wang/Images/train/class3/331.jpg,63620,1211,294,140,74,39,27,22,18,18,11,13,5,6,4,2,2,0,2,2,2,0,0,2,3,2,0,0,1,3,1,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2
Datasets/wang/Images/train/class3/371.jpg,65133,201,86,47,17,11,1,4,3,1,1,2,3,1,4,5,6,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Datasets/wang/Images/train/class3/366.jpg,64343,685,226,117,70,36,18,9,5,5,1,4,0,1,1,0,1,1,1,2,0,0,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/379.jpg,62661,1583,513,257,129,92,67,47,29,18,19,12,11,2,9,11,10,6,4,5,6,8,3,5,1,6,3,1,2,1,0,2,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
Datasets/wang/Images/train/class3/306.jpg,65475,35,13,1,0,0,2,3,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/338.jpg,64276,810,196,84,43,23,14,21,19,9,7,5,3,1,1,0,2,1,0,0,3,2,3,2,0,1,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/325.jpg,62893,1617,497,210,92,60,45,19,11,9,12,12,5,5,5,4,3,0,4,5,1,1,1,2,0,0,3,1,4,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/353.jpg,64074,916,237,111,58,23,18,24,16,11,9,6,8,4,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
Datasets/wang/Images/train/class3/327.jpg,65475,35,9,6,4,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/357.jpg,65321,135,31,13,9,12,0,3,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/318.jpg,62383,1595,600,314,201,125,90,60,39,37,22,9,9,14,5,7,1,4,4,1,2,1,1,3,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/364.jpg,65302,101,39,20,18,16,9,3,1,2,1,4,2,2,1,0,0,1,0,2,1,0,0,0,2,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/337.jpg,64776,416,111,63,44,27,19,17,3,6,5,2,7,1,4,4,1,2,5,3,0,2,0,1,0,0,5,0,1,0,1,1,1,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/323.jpg,63591,883,324,172,141,90,68,49,23,23,21,11,27,12,12,7,6,7,9,7,8,2,6,4,2,2,4,1,0,1,3,0,1,1,0,1,0,0,0,1,2,0,1,2,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,0,1,2,0,1
Datasets/wang/Images/train/class3/334.jpg,65300,138,36,16,9,8,8,3,3,1,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/350.jpg,62310,1669,579,314,173,121,85,47,39,24,31,24,17,13,16,13,6,5,8,5,7,5,2,3,3,2,2,1,1,0,0,0,0,0,2,1,2,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/341.jpg,64586,597,154,70,47,25,18,13,3,4,2,0,3,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/309.jpg,64181,663,268,120,79,65,37,13,12,13,18,14,5,5,4,6,7,6,2,2,1,1,0,0,0,1,2,1,0,0,0,1,0,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/373.jpg,65210,174,44,26,20,16,11,0,2,2,3,6,4,6,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/315.jpg,64338,761,190,87,42,32,26,18,12,3,3,2,1,3,2,1,2,2,2,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/329.jpg,65344,115,33,9,7,6,6,4,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/342.jpg,64385,659,239,120,41,27,10,7,3,2,4,4,5,4,3,5,3,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/358.jpg,64978,363,96,26,16,14,11,5,1,4,3,1,3,2,3,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/345.jpg,64774,429,157,69,29,19,18,4,9,5,1,3,1,3,4,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/339.jpg,64726,469,138,80,41,24,13,13,6,3,2,2,0,1,1,2,0,3,2,1,0,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Datasets/wang/Images/train/class3/302.jpg,64087,886,242,98,50,42,17,15,15,9,7,5,10,5,6,6,11,5,6,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/368.jpg,64697,526,131,47,20,16,10,6,6,6,5,7,9,3,3,7,8,0,2,0,0,1,0,0,1,2,0,1,0,1,2,1,0,0,0,0,1,1,2,1,0,1,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2
Datasets/wang/Images/train/class3/374.jpg,65305,168,32,9,11,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/352.jpg,64721,533,142,59,24,12,10,2,5,5,2,5,2,0,1,3,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Datasets/wang/Images/train/class3/367.jpg,63439,1180,380,195,93,59,50,28,16,13,15,8,6,4,3,4,3,3,3,1,2,1,1,2,4,1,1,1,2,2,1,3,3,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/370.jpg,62434,1502,602,383,164,136,62,41,32,29,13,17,9,10,15,8,5,8,2,4,4,4,4,3,3,3,2,4,4,3,2,3,3,3,0,0,0,0,0,1,1,2,0,0,1,2,1,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,1
Datasets/wang/Images/train/class3/300.jpg,64497,625,168,99,57,22,8,5,9,7,5,4,5,3,1,1,3,1,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/365.jpg,61735,2717,601,241,87,48,29,17,12,7,8,6,3,1,0,1,2,1,2,0,2,1,2,1,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/377.jpg,64067,908,307,107,46,24,18,14,7,7,4,3,4,3,3,4,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/305.jpg,64020,814,323,136,65,34,34,20,7,14,14,13,9,5,7,4,1,1,1,2,2,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/326.jpg,64882,411,108,67,21,14,5,3,5,4,5,2,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/351.jpg,65268,141,42,30,15,8,6,7,0,4,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/312.jpg,64024,817,333,156,83,41,22,18,11,9,4,2,1,1,2,1,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/328.jpg,64795,569,79,30,21,7,5,2,4,1,4,1,0,1,5,3,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/354.jpg,63678,1082,339,126,72,49,35,18,24,31,14,9,7,6,4,1,2,2,2,1,2,2,1,2,2,1,1,0,1,0,1,0,1,0,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3,2,1,0,2,1,0,0,1,0,1
Datasets/wang/Images/train/class3/303.jpg,65403,103,12,6,3,0,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/332.jpg,65366,92,28,23,8,5,4,0,3,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/301.jpg,64446,603,181,91,51,32,34,22,14,8,6,3,4,2,7,4,2,5,3,2,4,1,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/324.jpg,65434,81,9,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/369.jpg,56133,3446,1759,1081,807,591,375,309,229,217,119,78,77,47,48,45,29,23,33,8,10,14,10,6,8,6,2,4,4,2,0,0,0,0,2,1,2,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Datasets/wang/Images/train/class3/344.jpg,65127,207,81,37,26,12,14,5,6,5,3,2,1,0,2,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/362.jpg,64487,556,234,101,44,36,18,15,10,3,1,6,2,1,1,3,1,2,2,3,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Datasets/wang/Images/train/class3/310.jpg,64356,710,182,73,46,31,30,21,20,10,9,2,1,5,3,2,1,1,3,3,3,2,0,1,2,1,1,0,1,0,3,3,1,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/313.jpg,63969,913,336,115,62,35,21,13,7,7,8,5,4,6,3,2,4,6,4,4,3,1,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/348.jpg,63043,1679,403,164,83,42,21,20,18,8,8,5,1,5,2,5,0,0,2,4,2,3,2,2,3,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Datasets/wang/Images/train/class3/316.jpg,64716,448,137,58,54,18,15,23,13,6,7,6,3,4,1,0,4,0,0,3,0,1,2,3,3,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/308.jpg,63104,1506,419,160,76,60,39,27,28,15,15,21,13,9,9,5,7,3,3,1,3,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/361.jpg,65302,153,47,16,4,4,0,0,1,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/349.jpg,63157,1256,471,200,131,88,50,45,40,17,22,18,13,10,3,4,0,0,1,0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class3/317.jpg,64736,491,140,63,25,19,21,10,5,3,1,2,3,1,0,5,2,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Datasets/wang/Images/train/class3/304.jpg,65339,101,58,20,12,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class1/105.jpg,62281,1138,608,426,312,211,154,113,63,30,27,31,20,18,17,5,10,5,9,5,8,3,3,2,4,2,1,1,4,0,1,1,1,1,0,0,1,2,0,1,0,4,2,1,1,1,2,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1
Datasets/wang/Images/train/class1/171.jpg,64131,959,193,97,59,37,17,8,4,6,4,3,1,0,0,0,0,2,1,0,3,2,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Datasets/wang/Images/train/class1/173.jpg,65295,157,52,17,4,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Datasets/wang/Images/train/class1/135.jpg,64439,601,148,80,37,26,15,16,12,23,14,14,25,10,8,6,4,3,4,2,3,1,0,2,1,1,8,4,2,4,1,2,4,3,0,1,3,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
