class,img_path,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191
class1,../Datasets/wang/Images/train/class1/141.jpg,0.0231527,0.0133565,0.0121155,0.0112406,0.0121053,0.0136108,0.0150146,0.0175476,0.0195211,0.0213725,0.0262248,0.0289612,0.022583,0.0175476,0.0146586,0.0136414,0.0146281,0.0209147,0.0312398,0.0415955,0.0334574,0.0241394,0.0234782,0.0250346,0.0276998,0.0316162,0.0409546,0.0407918,0.0416056,0.0443217,0.0395101,0.0407918,0.0363566,0.0361023,0.0286967,0.0184224,0.0074056,0.00406901,0.00354004,0.0034078,0.00348918,0.00281779,0.00295003,0.00313314,0.00284831,0.00317383,0.00306193,0.00350952,0.00377401,0.00354004,0.0032959,0.00333659,0.00342814,0.0035909,0.00463867,0.00387573,0.00201416,0.000701904,0.000254313,6.10352e-05,7.12077e-05,0,0,0,0.00744629,0.00958252,0.0109965,0.0156657,0.0189006,0.0249532,0.0338847,0.0341797,0.0302734,0.0284424,0.0322266,0.0351562,0.0390116,0.0468445,0.0395813,0.0369568,0.0444946,0.0425822,0.0435588,0.0417887,0.0462952,0.0464172,0.0478719,0.0270182,0.0165914,0.0134481,0.0129496,0.0121257,0.0109965,0.00877889,0.00771077,0.00697835,0.00635783,0.00654093,0.00679525,0.00656128,0.0062561,0.00614421,0.00635783,0.00634766,0.006663,0.00626628,0.00640869,0.00595093,0.00508626,0.00502523,0.00464884,0.00431315,0.00428263,0.00343831,0.00316366,0.00320435,0.00352987,0.00306193,0.00416056,0.00335693,0.00148519,0.000549316,0.00012207,0.000142415,6.10352e-05,1.01725e-05,0,0,0.00345866,0.0179952,0.111389,0.0750834,0.0403748,0.0341187,0.0324605,0.0293884,0.0315653,0.0327759,0.0355937,0.0325114,0.0347188,0.0357971,0.0316671,0.0317891,0.0321757,0.0276286,0.0226542,0.0177917,0.0127869,0.0125224,0.0119019,0.0115662,0.0110067,0.00963338,0.00858561,0.0081075,0.00820923,0.00769043,0.00783285,0.00820923,0.00927734,0.00913493,0.00865682,0.00801595,0.00764974,0.00776164,0.0071818,0.00665283,0.006663,0.00610352,0.00620524,0.00552368,0.00623576,0.00532023,0.00604248,0.00626628,0.00684611,0.00662231,0.00640869,0.00651042,0.00656128,0.00621541,0.00724284,0.00617472,0.00346883,0.00143433,0.000376383,0.000213623,0.000132243,0.000101725,1.01725e-05,0
class1,../Datasets/wang/Images/train/class1/142.jpg,0.0308736,0.014384,0.0223185,0.021698,0.0185649,0.0161031,0.016805,0.0180969,0.0178528,0.0188904,0.0197347,0.0198975,0.0252686,0.0299581,0.0293884,0.0221965,0.0230815,0.0199992,0.0175476,0.0118815,0.00932821,0.00869751,0.017039,0.0209757,0.0220947,0.022288,0.0296733,0.0321452,0.0372111,0.0332642,0.0338135,0.0348002,0.0348206,0.0333964,0.0294698,0.0301208,0.0261739,0.0246582,0.0217082,0.019633,0.0168966,0.00990804,0.00782267,0.00395711,0.00327555,0.00303141,0.0030009,0.00257365,0.00222778,0.00192261,0.00189209,0.00174967,0.0020752,0.00167847,0.00109863,0.000681559,0.000172933,7.12077e-05,7.12077e-05,1.01725e-05,1.01725e-05,2.03451e-05,0,0,0.0074056,0.00705973,0.0184326,0.0235799,0.0135091,0.0124715,0.0127462,0.0118815,0.0174255,0.0200704,0.0224508,0.0271098,0.0289408,0.0315755,0.0310567,0.0344442,0.0433451,0.0473124,0.0399068,0.0351766,0.0333659,0.034078,0.0414836,0.0382284,0.0396627,0.0358276,0.0353394,0.0323588,0.027181,0.0215658,0.0173238,0.0131734,0.010732,0.00919596,0.00785319,0.00921631,0.00886027,0.00952148,0.00987752,0.00917562,0.00839233,0.00760905,0.00605265,0.00477092,0.00426229,0.00322469,0.00271606,0.00242106,0.00244141,0.00281779,0.00377401,0.00507609,0.00789388,0.00465902,0.00216675,0.000895182,0.000549316,0.000213623,4.06901e-05,3.05176e-05,3.05176e-05,1.01725e-05,2.03451e-05,1.01725e-05,0.0664775,0.118164,0.0439657,0.0373637,0.0238749,0.0233866,0.0242411,0.0257568,0.0243937,0.0258179,0.0292053,0.030304,0.0268148,0.0280151,0.0262248,0.0258586,0.0264181,0.0272217,0.0279439,0.025238,0.0213114,0.0190531,0.0173747,0.015686,0.0127258,0.0102743,0.0101013,0.00931803,0.0084432,0.00710042,0.0065918,0.00620524,0.00619507,0.00610352,0.00609334,0.00548299,0.00537109,0.0052592,0.0051473,0.00605265,0.00646973,0.00780233,0.00829061,0.00840251,0.00978597,0.00942993,0.00912476,0.00870768,0.00819906,0.00730387,0.00640869,0.00523885,0.00441488,0.0030009,0.00291952,0.0065918,0.00692749,0.00253296,0.00101725,0.000447591,0.000183105,0.000101725,5.08626e-05,7.12077e-05
class1,../Datasets/wang/Images/train/class1/143.jpg,0.00361125,0.00167847,0.00195312,0.00291952,0.00385539,0.00580851,0.00689697,0.00952148,0.0105489,0.0109253,0.012085,0.0139567,0.0160217,0.0170186,0.0178935,0.0182902,0.0206807,0.0217896,0.0229085,0.0285339,0.0292257,0.031484,0.03302,0.0387777,0.035909,0.0282389,0.0288086,0.0322469,0.0345561,0.0349223,0.0289205,0.0281372,0.0224813,0.0167948,0.0150452,0.0139771,0.0139771,0.0135702,0.0148315,0.0177511,0.0205587,0.0214335,0.0262349,0.0327047,0.0227356,0.0189311,0.0207113,0.0175578,0.0135396,0.0156148,0.0121969,0.00558472,0.0035909,0.00341797,0.00274658,0.00143433,0.00080363,0.000325521,0.000152588,6.10352e-05,6.10352e-05,3.05176e-05,0,0,0.00453695,0.0118205,0.00892131,0.00913493,0.0112406,0.00875854,0.00907389,0.00970459,0.0113017,0.0141805,0.0194092,0.0235596,0.0245056,0.0275472,0.0274963,0.0282084,0.0311991,0.0372925,0.0474141,0.048879,0.0525716,0.0492249,0.0363159,0.0282695,0.0272827,0.0299072,0.0348918,0.0335083,0.0397746,0.0556844,0.038269,0.030365,0.0302734,0.0319723,0.0159302,0.00871786,0.00511678,0.00324504,0.00231934,0.0023702,0.00182088,0.00194295,0.00132243,0.00116984,0.00108846,0.00130208,0.00109863,0.00120036,0.0016276,0.00201416,0.00226847,0.00180054,0.00156657,0.00169881,0.00221761,0.00251261,0.00193278,0.000742594,0.000213623,0.000142415,8.13802e-05,4.06901e-05,0,0,0.00320435,0.031189,0.12561,0.108409,0.0198771,0.00928752,0.00837199,0.00800578,0.00919596,0.0120239,0.0134176,0.0199483,0.0238037,0.0262858,0.029775,0.0339152,0.0337728,0.0295817,0.0291646,0.0225423,0.0200704,0.0227865,0.0266927,0.0292969,0.0355123,0.0359802,0.035614,0.0343628,0.0276591,0.0240682,0.0236104,0.0175578,0.012441,0.00930786,0.0056661,0.00369263,0.00289917,0.00218709,0.00194295,0.00161743,0.00120036,0.00115967,0.00108846,0.000895182,0.000742594,0.00080363,0.000783285,0.000864665,0.0009257,0.00100708,0.000834147,0.00135295,0.00151571,0.00204468,0.00271606,0.00334676,0.00420125,0.00291952,0.000813802,0.000295003,9.15527e-05,4.06901e-05,1.01725e-05,0
class1,../Datasets/wang/Images/train/class1/144.jpg,0.00795492,0.00563558,0.00745646,0.00918579,0.01238,0.0136617,0.0159912,0.0168152,0.018748,0.0200195,0.0228271,0.0236715,0.0246073,0.0254517,0.0251363,0.0256246,0.0256449,0.0252482,0.0246277,0.0245565,0.0226237,0.019633,0.018809,0.0171814,0.0163371,0.0145772,0.013092,0.0126343,0.0118713,0.0112101,0.0108236,0.0107625,0.0105489,0.0116679,0.0106913,0.0112406,0.0111287,0.0115153,0.0112915,0.0111796,0.011322,0.0112406,0.0124715,0.0134176,0.0157674,0.0195414,0.022644,0.0281067,0.0224813,0.0254924,0.0107727,0.0142415,0.0175883,0.0314128,0.0697937,0.0264079,0.00233968,0.000549316,0.000172933,9.15527e-05,4.06901e-05,3.05176e-05,0,1.01725e-05,0.00417074,0.00416056,0.00354004,0.00357056,0.00403849,0.00560506,0.00614421,0.00642904,0.00742594,0.00989787,0.0107117,0.0122579,0.0139872,0.0146586,0.0151876,0.0157776,0.0177816,0.0198771,0.0218099,0.0229492,0.0231934,0.0235494,0.0251363,0.024587,0.0243835,0.0250854,0.023936,0.0225627,0.0220439,0.0204163,0.0196025,0.0166728,0.0171916,0.0142517,0.01415,0.0131327,0.0121969,0.0117798,0.0114441,0.0114237,0.0116781,0.011912,0.0122681,0.0124003,0.0136007,0.0144653,0.0148519,0.0190837,0.0250753,0.0323893,0.0490417,0.0456746,0.0166016,0.0254517,0.084727,0.011027,0.0015564,0.000701904,0.000406901,0.000254313,8.13802e-05,1.01725e-05,1.01725e-05,1.01725e-05,0.00259399,0.00429281,0.00466919,0.00460815,0.00456746,0.00478109,0.00570679,0.00671387,0.00867717,0.0107727,0.0117391,0.0138957,0.0150045,0.016571,0.0170593,0.0192668,0.019928,0.0224915,0.0230408,0.0244954,0.0238953,0.0251261,0.0253194,0.0255432,0.0257365,0.0242615,0.0235494,0.021759,0.0195414,0.0178019,0.0167847,0.0157369,0.0138448,0.0134684,0.0133464,0.0123189,0.0115255,0.0112813,0.0112915,0.0117188,0.0121969,0.0152588,0.018453,0.0180766,0.0187073,0.0198161,0.0220744,0.0245667,0.0312805,0.0439351,0.0471395,0.0320028,0.0550944,0.0273743,0.00232951,0.00212606,0.00160726,0.00115967,0.00096639,0.000528971,0.000233968,0.000152588,8.13802e-05,0.000111898
class1,../Datasets/wang/Images/train/class1/145.jpg,0.000651042,0.00149536,0.0107218,0.0171102,0.020223,0.018748,0.0129395,0.0106913,0.0116577,0.0144348,0.015859,0.0121663,0.0125224,0.0132751,0.0141703,0.0124105,0.0120341,0.0102437,0.00935872,0.00916545,0.00949097,0.00982666,0.0122477,0.0139771,0.0177205,0.0201009,0.0204773,0.0230408,0.0241496,0.027242,0.0301005,0.0320129,0.0327861,0.0332031,0.0352783,0.0390015,0.0435588,0.0524292,0.0584513,0.065033,0.0666606,0.0514018,0.0202535,0.00560506,0.00304159,0.00293986,0.00305176,0.00312297,0.00252279,0.0010376,0.000193278,9.15527e-05,6.10352e-05,1.01725e-05,0,0,0,0,0,0,0,0,0,0,9.15527e-05,0.000213623,0.0100403,0.0227763,0.0174459,0.013387,0.0093689,0.00782267,0.00771077,0.0117188,0.0151774,0.0129293,0.0142415,0.0154928,0.0135193,0.0109762,0.0110168,0.0111389,0.011495,0.0108541,0.0125326,0.01415,0.0173238,0.0199687,0.0253703,0.0295105,0.0302836,0.0329895,0.0366109,0.0323893,0.0319214,0.0324097,0.031484,0.0313314,0.0350037,0.0419108,0.0483805,0.0540975,0.0565186,0.0533651,0.0461934,0.0258179,0.00592041,0.00260417,0.00260417,0.00231934,0.00242106,0.00233968,0.00263468,0.00234985,0.00238037,0.00301107,0.00321452,0.00105794,0.000132243,3.05176e-05,0,0,0,0,0,0,0,0,5.08626e-05,0.000396729,0.0121562,0.0289001,0.0149333,0.00952148,0.00882975,0.0110168,0.0151265,0.0148112,0.0130208,0.0136617,0.0131531,0.0114136,0.0108744,0.0108236,0.0114746,0.010671,0.0107117,0.0104268,0.0112305,0.0126851,0.0153402,0.0205078,0.0246582,0.0262349,0.0283407,0.0294495,0.0307617,0.0297546,0.0306498,0.0305176,0.0323792,0.0306905,0.033315,0.0403646,0.0448608,0.0523071,0.0586955,0.0563049,0.0508118,0.033254,0.0094401,0.00330607,0.00239054,0.00234985,0.0022583,0.0019633,0.00220744,0.00247192,0.00256348,0.00326538,0.00310262,0.00442505,0.00328573,0.00138346,0.000335693,7.12077e-05,5.08626e-05,4.06901e-05,0,0,0,0
class1,../Datasets/wang/Images/train/class1/146.jpg,0.00132243,0.000518799,0.000620524,0.000610352,0.000701904,0.000783285,0.000823975,0.00101725,0.0009257,0.00119019,0.00132243,0.00202433,0.00308228,0.00382487,0.00443522,0.00455729,0.0057373,0.00675456,0.00816854,0.0131022,0.0211283,0.0348206,0.049764,0.0551351,0.0532023,0.0500081,0.0441996,0.0364685,0.0309041,0.030426,0.0340271,0.0443319,0.0580444,0.0698853,0.0670675,0.0510152,0.0303243,0.014801,0.00954183,0.011617,0.0191447,0.0314026,0.0252991,0.0340169,0.0179138,0.00768026,0.00111898,0.000447591,0.000498454,0.000396729,0.000284831,0.000386556,0.000508626,0.000539144,0.000498454,0.000417074,0.000386556,0.000345866,0.000213623,0.000142415,6.10352e-05,2.03451e-05,0,4.06901e-05,0.000488281,0.000559489,0.00088501,0.000834147,0.000823975,0.000549316,0.000610352,0.000651042,0.000956217,0.000681559,0.000905355,0.00261434,0.00964355,0.0230713,0.0334676,0.0412903,0.0466003,0.0483704,0.0456034,0.0390727,0.0330404,0.0287679,0.0238139,0.0200094,0.0154114,0.0121765,0.00941976,0.00838216,0.0283,0.034434,0.0265706,0.0264079,0.0358276,0.0222575,0.00958252,0.0144653,0.0247192,0.0403748,0.0550232,0.0651143,0.0623881,0.0486857,0.028656,0.013326,0.0047404,0.00239054,0.00110881,0.000854492,0.000406901,0.000549316,0.000396729,0.000508626,0.000396729,0.000467936,0.000559489,0.000640869,0.000681559,0.000640869,0.000427246,0.000295003,9.15527e-05,1.01725e-05,0,0,0.0105794,0.0217997,0.0277405,0.0331014,0.034963,0.0351156,0.0348206,0.0306803,0.0283407,0.0257772,0.0224101,0.0200704,0.0174459,0.015686,0.012502,0.00996908,0.0081075,0.00920614,0.0214233,0.0320943,0.0279846,0.0281169,0.0504761,0.0134786,0.0050354,0.00461833,0.00439453,0.00450643,0.00373332,0.00271606,0.00323486,0.00341797,0.00357056,0.00445557,0.00569661,0.00714111,0.00953166,0.0149333,0.0239563,0.0381266,0.0499268,0.0556437,0.0565186,0.0499166,0.0358988,0.0209147,0.00881958,0.00298055,0.00145467,0.000864665,0.000712077,0.000528971,0.000610352,0.000437419,0.000447591,0.000559489,0.000640869,0.000610352,0.000447591,0.000376383,0.000366211,0.000193278,0.000111898,6.10352e-05
class1,../Datasets/wang/Images/train/class1/147.jpg,0.0153198,0.0114644,0.0149943,0.0172933,0.0182088,0.0184224,0.0220947,0.0242208,0.0258077,0.0257467,0.0277608,0.0260315,0.0250549,0.0246785,0.0222677,0.020752,0.0178426,0.0176799,0.017334,0.018219,0.0212504,0.0240173,0.0277812,0.0289408,0.0345357,0.0492452,0.0435486,0.0386658,0.0336914,0.0352987,0.0391439,0.0405579,0.0372416,0.0313212,0.0284526,0.0217896,0.0134989,0.00890096,0.00621541,0.00507609,0.00330607,0.00261434,0.00169881,0.00134277,0.00120036,0.00101725,0.000946045,0.0012207,0.00124105,0.00110881,0.0011495,0.00106812,0.000722249,0.000457764,0.000335693,0.000101725,6.10352e-05,4.06901e-05,0,0,0,0,0,0,0.00161743,0.00463867,0.00937907,0.0130005,0.0116679,0.0103048,0.0109965,0.0106812,0.0123901,0.0137533,0.0161743,0.0187378,0.0262858,0.0392863,0.0386353,0.0378215,0.0437724,0.0444946,0.0410563,0.0362244,0.0355021,0.031016,0.0310567,0.0304362,0.036733,0.0351868,0.0322266,0.0292664,0.0219727,0.0192769,0.0182699,0.018453,0.0186056,0.0190837,0.0180257,0.0169271,0.0178528,0.0161438,0.0161845,0.015035,0.0131531,0.0123698,0.0114441,0.00942993,0.00769043,0.00585938,0.00426229,0.0030009,0.00243123,0.0016276,0.0014445,0.00125122,0.00116984,0.0012207,0.00124105,0.00104777,0.00123088,0.000732422,0.000508626,0.000437419,0.00016276,6.10352e-05,5.08626e-05,0,0.015981,0.0340983,0.0269572,0.0308329,0.0273539,0.0219116,0.0233154,0.0231323,0.0230509,0.0263265,0.0262858,0.0267843,0.0265198,0.0270487,0.0253601,0.0250854,0.0246379,0.0244751,0.027181,0.023997,0.020457,0.0188802,0.0179342,0.0169373,0.0167542,0.0167948,0.0165405,0.0147196,0.013682,0.0121867,0.012675,0.0131124,0.0129089,0.0137227,0.0139974,0.0151164,0.0154724,0.0163981,0.0172424,0.0173848,0.0171102,0.0166219,0.0162862,0.016215,0.0149943,0.0150045,0.0138041,0.0129293,0.0112813,0.00879924,0.00696818,0.0053304,0.00425212,0.00306193,0.00290934,0.00246175,0.00213623,0.00178019,0.00180054,0.00116984,0.000854492,0.000478109,0.000233968,0.000264486
class1,../Datasets/wang/Images/train/class1/148.jpg,0.000274658,0.000233968,0.000335693,0.000244141,0.000518799,0.000620524,0.000722249,0.000783285,0.00113932,0.0012207,0.00135295,0.00188192,0.00229899,0.00279744,0.00290934,0.00388591,0.0109151,0.0136312,0.00818888,0.00593058,0.00598145,0.00609334,0.00768026,0.0138245,0.0200602,0.0213827,0.0162964,0.034729,0.0485433,0.0322978,0.0243123,0.0426025,0.0861816,0.0845032,0.043396,0.0487366,0.0443929,0.0362752,0.0340474,0.0353699,0.0382487,0.0388489,0.0423787,0.0435994,0.0392151,0.0274048,0.0130412,0.00601196,0.00262451,0.00102743,0.000549316,0.000183105,0.000183105,4.06901e-05,3.05176e-05,1.01725e-05,1.01725e-05,0,0,0,0,0,0,0,7.12077e-05,0.000284831,0.000305176,0.000417074,0.000457764,0.000701904,0.00764974,0.014211,0.00632731,0.00493368,0.00439453,0.00408936,0.00432332,0.00465902,0.00644938,0.00713094,0.0093689,0.0148824,0.0140889,0.0153809,0.0241292,0.0417786,0.0944621,0.0239156,0.0205892,0.0258179,0.0312195,0.0255127,0.0239563,0.0146077,0.0195923,0.0317891,0.0366211,0.0312297,0.024231,0.0186361,0.0140483,0.0128784,0.0134888,0.0135498,0.0149129,0.0183614,0.0209859,0.026652,0.0308329,0.0333761,0.0352376,0.0389709,0.0395203,0.0318197,0.0243123,0.0136617,0.00622559,0.00217692,0.000539144,0.00016276,6.10352e-05,1.01725e-05,0,0,0,0,0,0,0.043986,0.0878805,0.0341492,0.0167745,0.0108439,0.00629679,0.00812785,0.010142,0.01238,0.0140076,0.0111491,0.0226847,0.0442505,0.0280253,0.00941976,0.00970459,0.00761922,0.00662231,0.00722249,0.00632731,0.00442505,0.00382487,0.00382487,0.00323486,0.00360107,0.00438436,0.00449626,0.00731405,0.0103556,0.0169373,0.0255737,0.0300802,0.0313619,0.0242411,0.0188904,0.0150757,0.013387,0.0140381,0.0144145,0.0154724,0.018453,0.0220642,0.0269775,0.0306905,0.0325114,0.0353495,0.0380046,0.039978,0.0343119,0.0268962,0.0175781,0.0085144,0.00395711,0.00131226,0.000396729,0.000254313,7.12077e-05,3.05176e-05,4.06901e-05,4.06901e-05,2.03451e-05,0,0,0
class1,../Datasets/wang/Images/train/class1/149.jpg,0.00249227,0.00217692,0.00293986,0.00383504,0.00385539,0.00395711,0.00444539,0.00470988,0.00472005,0.00491333,0.00535075,0.00479126,0.00515747,0.00490316,0.00443522,0.00455729,0.00452677,0.00482178,0.00408936,0.00499471,0.00506592,0.00594076,0.00730387,0.00961304,0.0140991,0.0188293,0.028717,0.0433655,0.0639547,0.0757039,0.0724487,0.0573222,0.0358073,0.028717,0.0345459,0.0458272,0.0469259,0.0564982,0.0556335,0.0493469,0.0403442,0.0282084,0.020874,0.015391,0.0135193,0.0101318,0.00712077,0.00604248,0.00303141,0.00241089,0.00179036,0.00179036,0.00142415,0.00137329,0.00138346,0.00112915,0.00107829,0.000701904,0.000488281,0.000274658,7.12077e-05,4.06901e-05,2.03451e-05,2.03451e-05,0.000671387,0.00127157,0.0024821,0.00348918,0.00367228,0.00350952,0.00390625,0.00387573,0.00356038,0.00373332,0.00407918,0.00423177,0.00423177,0.00456746,0.00480143,0.00518799,0.00635783,0.0110067,0.015981,0.0201009,0.0184224,0.0160726,0.0200704,0.0242208,0.0320943,0.0320333,0.0374349,0.0452779,0.041748,0.0472819,0.0513611,0.0635274,0.0737203,0.0888163,0.102905,0.0835266,0.0387065,0.0158081,0.0107625,0.00685628,0.00543213,0.0041097,0.00382487,0.003184,0.00303141,0.00238037,0.00227865,0.00191243,0.0019633,0.0014445,0.00129191,0.00115967,0.000956217,0.0009257,0.00080363,0.000773112,0.000834147,0.000813802,0.000773112,0.000356038,0.000274658,7.12077e-05,3.05176e-05,1.01725e-05,0.000762939,0.000762939,0.00132243,0.00516764,0.00984701,0.0100301,0.0105082,0.00978597,0.012441,0.0124105,0.0124613,0.0143026,0.018453,0.0244649,0.0267741,0.0234782,0.024292,0.0261943,0.0327759,0.035675,0.0276286,0.026886,0.0259806,0.0250549,0.0301717,0.0284322,0.0341593,0.037323,0.0398051,0.0454915,0.0493774,0.0615641,0.0747579,0.0656128,0.0405579,0.0183716,0.00875854,0.00565592,0.00519816,0.00417074,0.00369263,0.00331624,0.00282796,0.0026652,0.00252279,0.0020752,0.00188192,0.00184123,0.00145467,0.00118001,0.00102743,0.00107829,0.000905355,0.000823975,0.000752767,0.000813802,0.000783285,0.000793457,0.000864665,0.000742594,0.000630697,0.000193278,0.000172933,9.15527e-05
class1,../Datasets/wang/Images/train/class1/150.jpg,0.00301107,0.00582886,0.00979614,0.00897217,0.00870768,0.00734456,0.00591024,0.00599162,0.00497437,0.00536092,0.0055542,0.00613403,0.00563558,0.00600179,0.006663,0.00737508,0.00736491,0.00834147,0.0088501,0.00889079,0.00892131,0.00967407,0.0130615,0.015686,0.0174255,0.0219014,0.023407,0.0236308,0.0286051,0.0368551,0.0482381,0.0549825,0.0580241,0.0568237,0.0559489,0.056722,0.0443726,0.0353495,0.0304769,0.0266215,0.0208842,0.0209452,0.0191142,0.0197347,0.0222575,0.0169169,0.0122375,0.0121053,0.0119629,0.00922648,0.00695801,0.00542196,0.00415039,0.00361125,0.00257365,0.00229899,0.0017395,0.00170898,0.00110881,0.000722249,0.000498454,0.000223796,9.15527e-05,7.12077e-05,0.0084432,0.0191854,0.0114543,0.00640869,0.00554403,0.00489299,0.006073,0.00529989,0.00759888,0.00921631,0.0105387,0.00964355,0.00968425,0.0115458,0.0125529,0.0122986,0.0130412,0.012736,0.0139669,0.01415,0.0131632,0.0142415,0.0172424,0.0187887,0.019399,0.0195109,0.0223389,0.0225321,0.0230713,0.0278422,0.0318298,0.0469157,0.058197,0.0672506,0.0646159,0.0699259,0.0614929,0.0423584,0.0324911,0.0210673,0.0165914,0.0139872,0.0102743,0.00813802,0.00807699,0.00653076,0.0062561,0.00512695,0.00504557,0.00444539,0.00371297,0.0027771,0.00220744,0.00193278,0.00157674,0.00138346,0.00123088,0.000915527,0.000610352,0.000315348,0.000213623,6.10352e-05,2.03451e-05,2.03451e-05,0.00373332,0.00540161,0.019633,0.0280457,0.0150757,0.0152893,0.0202026,0.0117086,0.00919596,0.00942993,0.00947062,0.0102539,0.0097758,0.010437,0.0108541,0.0120951,0.0143941,0.0154012,0.01533,0.0148112,0.0133565,0.0151978,0.0143433,0.0146891,0.0166931,0.0172424,0.0234273,0.0256653,0.0286153,0.0371094,0.0407104,0.0491536,0.0556335,0.052124,0.0490824,0.0519918,0.0466817,0.0376689,0.0268962,0.0199076,0.0150045,0.0121053,0.0106201,0.00909424,0.00859579,0.00753784,0.006073,0.00524902,0.00469971,0.00425212,0.00368245,0.00336711,0.00312297,0.00252279,0.00182088,0.00179036,0.00150553,0.0010376,0.000498454,0.000396729,0.000152588,8.13802e-05,4.06901e-05,2.03451e-05
class1,../Datasets/wang/Images/train/class1/151.jpg,0.0119832,0.0112915,0.01533,0.0159912,0.0146484,0.0146179,0.0164388,0.0140279,0.0140177,0.0140686,0.0140177,0.0164185,0.0253703,0.0326436,0.0284119,0.0315653,0.0416768,0.0475667,0.0392761,0.0284932,0.0262248,0.0348206,0.0513306,0.0552165,0.0484924,0.0577189,0.0631612,0.0573934,0.0362752,0.0199788,0.0154317,0.0140788,0.0121257,0.0108032,0.00869751,0.00822957,0.0064799,0.00549316,0.00463867,0.00314331,0.00304159,0.0025533,0.00201416,0.00167847,0.00120036,0.00084432,0.000457764,0.000152588,0.000101725,6.10352e-05,6.10352e-05,7.12077e-05,6.10352e-05,7.12077e-05,2.03451e-05,0,0,1.01725e-05,1.01725e-05,0,0,0,0,0,0.000478109,0.00195312,0.00586955,0.0102539,0.0123291,0.013621,0.013916,0.0126241,0.0129496,0.0130107,0.0155945,0.0153707,0.0128988,0.0134481,0.0225728,0.0417582,0.0601603,0.0514628,0.061025,0.0693258,0.0834758,0.0846863,0.0702922,0.0258382,0.0221049,0.0213521,0.0221354,0.0241496,0.0236308,0.0225525,0.0184123,0.0154521,0.0143433,0.0134786,0.01297,0.0124613,0.0108744,0.0114339,0.00845337,0.00630697,0.00455729,0.00362142,0.0022583,0.00148519,0.0009257,0.000661214,0.000396729,0.000203451,0.000132243,0.000172933,0.000111898,7.12077e-05,8.13802e-05,9.15527e-05,9.15527e-05,6.10352e-05,1.01725e-05,2.03451e-05,0,1.01725e-05,1.01725e-05,0,0,0,0.00518799,0.00939941,0.0147705,0.0150452,0.0138855,0.0126953,0.0134074,0.0157369,0.0243225,0.0482483,0.0484924,0.0473531,0.0592448,0.0735474,0.0714213,0.0683797,0.0689189,0.034495,0.023702,0.0182393,0.0155233,0.015269,0.0144246,0.0141907,0.0141093,0.0148926,0.0152893,0.015625,0.0153809,0.0155538,0.0154215,0.0143534,0.0140788,0.0121257,0.0104065,0.0086263,0.00775146,0.00695801,0.00646973,0.00608317,0.00651042,0.00772095,0.00728353,0.00634766,0.00592041,0.00587972,0.00634766,0.00528971,0.00373332,0.00218709,0.00148519,0.00088501,0.000498454,0.000284831,0.000213623,0.00016276,9.15527e-05,6.10352e-05,3.05176e-05,1.01725e-05,0,2.03451e-05,1.01725e-05,0
